代码,名称,副名称,特性,正文,风味文本,背面名称,背面副名称,背面特性,背面正文,背面风味文本,
4316,垂下的丝线,,,<b>强制</b> - 如果一位手牌、牌库、弃牌堆或游戏区域内有古代遗物的调查员退场：立即推进到密谋3b。,"在联结点以内，
    那由缥缈的光芒交织而成的丝线
    开始解开，
    而现实也由此解开。",联结点颤动,,,"将遭遇弃牌堆洗入遭遇牌库。
    如果无形之子在场，在恩凯联结点上放置2个毁灭标记。如果无形之子在胜利区，将它洗入遭遇牌库。
    将本卡牌放到胜利区。本卡牌获得<b>复仇1</b>。",联结点机械内的电流开始出现故障，迸发出一束火花，射向空中。门的环体过热了。门内由缥缈的光芒交织而成的线开始断裂。,
4317,断了的线,,,<b>强制</b> - 如果一位手牌、牌库、弃牌堆或游戏区域内有古代遗物的调查员退场：立即推进到密谋3b。,。尽殆失消里这在都物事切一的道知所你而，犹炼怕可的境止无是佛仿间时的裂撕被这。怕可，误错。同不得变却但，现重一一都来未和在现、去过的你。变改生发会又形情的来下接，候时的眼眨你当每。生发序顺的反相着照按都动一举一的你，间期这在。的来儿这到么怎是你起想回法无你但，生发未还事件那得记你。动变始开流间时,破碎永世,,,<b>(→结局4)</b>,"时间线崩溃了。
    现实就在你眼前分崩离析。最先消去的是你周围的环境：万物变得模糊而稀薄，成为一缕缕光芒，消散在虚空之中。
    接下来轮到你的身体：缓缓变得粉碎，毫无痛感地碎成数以百万计的亚原子微粒，随即在广阔的虚空之中散去踪迹。
    最后，是你的意识：你对于一切事件的记忆，不论是真实的还是虚幻的。你的希望与梦想。在宇宙广无止境的布局之中，思想从来不具有任何意义。",
4318,彼端的世界,,,<b>强制</b> - 在敌人将要生成在一个无人地点，且场上没有无人地点时：从探索牌库揭示卡牌，直到揭示一个地点。将该地点放置入场，并将该敌人生成在该地点。混洗探索牌库。,联结点的能量在你下方的地面旋转，引诱着你进入其中。不论那是科学还是魔法，你都不得而知。你只能判断出，那是一种门……但那是通往哪里的门呢？,回到异时空,,,将放在一边的时间之窗地点洗入探索牌库。,你在联结点每迈出一步，离最终目的地也就更近一步——那个存在于时间和空间的界限以外的地方……,
4319,搜寻兄弟会,,,<b>目标</b> - 如果有调查员进入时间之窗，推进场景。,这是多个世界的联结点，你的目的地是时间线的交汇之地，就在联结点内部深处的某个地方。它从世外的景象之中闪现，被你的视线捕获。还有着许多窗户，连通不同的时间线。那是一个由时间与空间构筑而成的地方，毫无疑问兄弟会就栖居在那儿。,通向其他时间的入口,,,"将放在一边的[[破碎]]地点洗入探索牌库。每位调查员将遭遇弃牌堆顶的第一张[[巫术]]诡计卡牌洗入探索牌库。检查剧本日志。
    - 如果<i>遗物已丢失</i>，将放在一边的古代遗物<i>(时光涌流)</i>附属到时间之窗，不受调查员控制。推进到场景3a——“伊斯人的遗物”。
    - 如果<i>调查员找回了丢失的遗物</i>，推进到场景3a——“伊斯人的遗物”。",你眼前的景象实在叫人震惊。在这些大厅里，布满了数以百计的窗户，通向古代和未来风格的各个地方：在最早的历史记录之前便已存在的、曾经辉煌的诸多文明，还有许多现今未被发现的文明。这一发现给精神层面带来重荷，远超你意识所能承受的范围。人类并非地球的主人，也不是暂时的看守人。人类不过是漫长历史的区区一行脚注罢了，而这历史将被改写。,
4320,伊斯人的遗物,,,"[action]：查找你的牌库和弃牌堆，找出古代遗物并将它加入你的手牌。混洗你的牌库。
    [action]如果古代遗物附属到你所在地，且该地点上没有线索：控制古代遗物。
    <b>目标</b> - 如果有调查员控制古代遗物，推进场景。",如果你想要修补破碎的时间线，你必须找到古代遗物并且学会运用它的力量。,遗物就是关键,,,"在本场冒险接下来的时间里，如果古代遗物因任何原因离场，将附属到它的每个地点洗入探索牌库，并将场景牌库重置到场景3a。
    <hr><b>检查剧本日志。如果<i>伊塔卡与你为敌：</i></b>
    <blockquote><i>某物从黑暗中滑行着身躯，口中嘶嘶有声，它曾经是你的同伴。“伊格将会找到办法！瓦卢西亚即将再临于我族！”</i></blockquote>
    将放在一边的伊塔卡<i>(伊格的后裔)</i>生成在恩凯联结点。
    <hr><b>如果<i>亚历山卓与你为敌：</i></b>
    <blockquote><i>“蠢货！你没长眼睛吗？”亚历山卓指着他面前的各个世界，“你的种族是没法敌过时间的蹂躏的。”</i></blockquote>
    将放在一边的亚历山卓<i>(或许不是他？)</i>生成在时间之窗。","在本场冒险接下来的时间里，如果古代遗物因任何原因离场，将附属到它的每个地点洗入探索牌库，并将场景牌库重置到场景3a。
    <hr><b>检查剧本日志。如果<i>伊塔卡与你为敌：</i></b>
    <blockquote><i>你手中就握着解决这一切事端的关键。它发出阵阵低鸣，伴随着巨大的能量而震动不已——你查看其他时间线的时候，它的能量似乎还在增长勃发。某物从黑暗中滑行着身躯，口中嘶嘶有声，它曾经是你的同伴。“伊格将会找到办法！瓦卢西亚即将再临于我族！”</i></blockquote>
    将放在一边的伊塔卡<i>(伊格的后裔)</i>生成在恩凯联结点。
    <hr><b>如果<i>亚历山卓与你为敌：</i></b>
    <blockquote><i>你手中就握着解决这一切事端的关键。它发出阵阵低鸣，伴随着巨大的能量而震动不已——你查看其他时间线的时候，它的能量似乎还在增长勃发。“蠢货！你没长眼睛吗？”亚历山卓指着他面前的各个世界，“你的种族是没法敌过时间的蹂躏的。”</i></blockquote>
    将放在一边的亚历山卓<i>(或许不是他？)</i>生成在时间之窗。",你手中就握着解决这一切事端的关键。它发出阵阵低鸣，伴随着巨大的能量而震动不已——你查看其他时间线的时候，它的能量似乎还在增长勃发。
4321,修补裂痕,,,"[action]如果你位于[[破碎]]地点，且该地点没有线索：检定[willpower]或[intellect](3)。如果你检定成功，将你所在地点正面朝下附属到古代遗物。该地点的每位调查员和每个敌人均被移动到时间之窗。
    <b>目标</b> - 如果附属到古代遗物的地点数为游戏开始时的调查员人数+1，推进场景。",你步入的每扇窗户都仿佛使遗物的能量增强。一旦这件遗物充能完成，你就能用它来修补时间线的裂痕，并阻止灾难发生。,万事皆休,,,"- 如果调查员控制的古代遗物版本是古代遗物<i>(重拾往昔)</i>，进入<b>(→结局5)</b>。
    - 如果调查员控制的是古代遗物的其他任何版本，进入<b>(→结局1)</b>。",你运用知识与技术操纵着手中嗡嗡作响的设备，就像是这件遗物的制造者一样。仿佛你的脑海中突然涌入了前人的智慧。能量从这设备的每个孔洞涌出。刺眼夺目的光线从它表面的裂缝之间喷薄而出。你只有一次机会来重整这破碎的现世——只有一次机会来让一切回到正轨。,
4322,失乐园,,,"[action]如果你位于[[破碎]]地点，且该地点没有线索：检定[willpower]或[intellect](3)。如果你检定成功，将你所在地点正面朝下附属到古代遗物。该地点的每位调查员和每个敌人均被移动到时间之窗。
    <b>目标</b> - 如果瓦卢西亚附属到古代遗物，推进场景。",你步入的每扇窗户都仿佛使遗物的能量增强。一旦这件遗物充能完成，你会用它来使瓦卢西亚的蛇族文明恢复往日的荣光吗？,瓦卢西亚的荣光,,,<b>(→结局2)</b>,"在你操纵手中那嗡嗡作响的设备时，伊塔卡眯着她那黄色的眼瞳观察着你。能量从这设备的每个孔洞涌出。刺眼夺目的光线从它表面的裂缝之间喷薄而出。你看着时间线之间的界限开始修补，随后眼前的窗户关闭，将你困在了你所选择的地点和时间里。修补工作甫一告终，遗物的光芒也随之消失。它那嗡嗡声也停了下来，再也听不到了。
    一轮美丽的黄色太阳从繁盛国度瓦卢西亚冉冉升起，而你对自己的新生满怀好奇。",
4323,锁定时间,,,"[action]如果你位于[[破碎]]地点，且该地点没有线索：检定[willpower]或[intellect](3)。如果你检定成功，将你所在地点正面朝下附属到古代遗物。该地点的每位调查员和每个敌人均被移动到时间之窗。
    <b>目标</b> - 如果纳克特附属到古代遗物，推进场景。",你步入的每扇窗户都仿佛使遗物的能量增强。一旦这件遗物充能完成，你会用它来阻止纳克特和伊斯帝国的覆灭吗？,纳克特幸免于难,,,<b>(→结局3)</b>,"就在你操纵手中那嗡嗡作响的设备时，亚历山卓观察着你的每一步操作。能量从这设备的每个孔洞涌出。刺眼夺目的光线从它表面的裂缝之间喷薄而出。你看着时间线之间的界限开始修补，随后眼前的窗户关闭，将你困在了你所选择的地点和时间里。修补工作甫一告终，遗物的光芒也随之消失。它那嗡嗡声也停了下来，再也听不到了。
    “来吧，我的朋友，”亚历山卓坚定地说道，同时向着这天机之城内最高的黑岩高塔移动，“现在可以真正开始我们的研究了。”",
4324,恩凯联结点,解开时间线,古代. 遗迹,"<b>强制</b> - 在你从恩凯联结点移动到一个[[异界]]地点，或从一个[[异界]]地点移动到恩凯联结点后：该[[异界]]地点上每有一个线索，受到1点恐惧。
    [action]：<b>探索</b>。抽取探索牌库顶的一张卡牌。如果该卡牌是一个连接地点，将其放置入场，并移动到该地点。在通过此效果移动时，不从上述<b>强制</b>能力受到恐惧。",,,解开时间线,古代. 遗迹,,在联结点——地球的一个无底深坑——中央有着一个石室，其中有着充满未来风格的机器正发出响动，无疑这台机器是由早于人类的种族所建造的。这个深坑内部是无比骇人的能量，像一锅浓汤一般涡旋着：闪烁着的一缕缕缥缈的光芒，波动、折叠，相互交织。就在你伸手触碰时，它边缘的一部分碎石落入门中，消失了踪迹。,
4325,伊塔卡,伊格的后裔,类人. 怪物. 蛇族. 精英,"猎手。反击。
    [action]：<b>谈判</b>。检定[intellect](5)来求她饶你一命。如果本次检定期间揭示了[cultist]符号，你自动成功。如果你检定失败，伊塔卡攻击你。如果你检定成功，将本卡牌翻面并结算其文本。",,,,,,,
04325b,伊格的宽恕,,,"<b>检查剧本日志。如果在“伊格之怒”下方的记录次数大于等于16：</b>
    伊塔卡拒绝了。将本卡牌翻面。
    <b>如果在“伊格之怒”下方的记录次数小于等于15：</b>
    <blockquote><i>伊塔卡停下了攻击，倾听你的话语。“瓦卢西亚必须重获荣光。必须这么做。”她坚定地说，“帮我们达成这个目标，而后你就可以加入我们。伊格将会把你重塑成他的模样，我们将一同生活在永恒的天堂，瓦卢西亚。”</i></blockquote>
    调查员必须决定(选择一项)：
    - “我永远都不会背叛人类！”将本卡牌翻面，处于横置状态和未交战状态。在本场冒险接下来的时间里，你不能与伊塔卡<b>谈判</b>。
    - “我答应你。”将本卡牌和场景1a——“修补裂痕”从游戏中移除，并推进到放在一边的场景4a——“失乐园”。在本场冒险接下来的时间里，你不能与亚历山卓·维拉<b>谈判</b>，并且[[蛇族]]敌人不与你交战，也不攻击你。","<b>检查剧本日志。如果在“伊格之怒”下方的记录次数大于等于16：</b>
    伊塔卡拒绝了。将本卡牌翻面。
    <b>如果在“伊格之怒”下方的记录次数小于等于15：</b>
    <blockquote><i>伊塔卡停下了攻击，倾听你的话语。“瓦卢西亚必须重获荣光。必须这么做。”她坚定地说，“帮我们达成这个目标，而后你就可以加入我们。伊格将会把你重塑成他的模样，我们将一同生活在永恒的天堂，瓦卢西亚。”</i></blockquote>
    调查员必须决定(选择一项)：
    - “我永远都不会背叛人类！”将本卡牌翻面，处于横置状态和未交战状态。在本场冒险接下来的时间里，你不能与伊塔卡<b>谈判</b>。
    - “我答应你。”将本卡牌和场景1a——“修补裂痕”从游戏中移除，并推进到放在一边的场景4a——“失乐园”。在本场冒险接下来的时间里，你不能与亚历山卓·维拉<b>谈判</b>，并且[[蛇族]]敌人不与你交战，也不攻击你。",,,,,,
